,0,0
disenfranchis,1,0
th,82,87
critiqu,9,9
bourgeoisi,1,0
hypothet,2,1
satir,41,46
tricki,3,1
miser,32,18
disgust,37,18
worthwhil,19,26
applic,2,4
lui,6,9
bunuel,7,4
alert,13,11
job,173,312
attain,5,6
voerhoven,3,0
benefit,14,15
misanthrop,2,0
pretenti,52,18
ass,38,22
incompet,16,1
weird,96,66
caricatur,23,11
dilemma,8,10
duperi,1,0
involv,192,194
knew,86,92
patch,6,2
dupe,7,3
decept,7,7
allur,6,5
packag,11,10
reput,28,22
candi,23,41
sky,27,40
captain,48,27
game,170,216
inject,15,4
visial,1,0
thirti,27,26
kept,81,61
grow,57,92
five,122,97
yet,238,324
piti,45,28
jude,7,7
law,65,71
affleck,6,7
gigli,3,0
paltrow,18,6
backfir,2,4
articl,5,8
mother,130,193
applaud,11,10
soap,34,23
progress,28,30
suffer,108,84
greatli,11,24
phantom,9,5
menac,32,27
pay,97,68
graduat,12,16
ruin,78,50
slowli,34,47
sensit,15,33
highli,50,190
confess,20,17
mom,36,34
dumb,111,24
thoroughli,29,44
essenti,35,47
chri,58,33
klein,3,3
maintain,18,31
profil,5,7
eventu,89,75
morph,6,2
amigo,3,0
outrag,18,17
nut,28,14
imit,40,20
simpl,63,159
jake,12,42
merk,4,1
accid,34,41
kenneth,15,11
branagh,27,17
steal,52,82
helena,2,8
bonham,4,6
carter,16,21
chemistri,37,69
emma,6,21
thompson,5,12
disabl,9,20
seek,34,63
femal,146,91
current,36,41
ugli,47,21
charliz,2,3
theron,2,2
hall,17,27
berri,1,5
fell,43,27
cabl,31,39
late,113,161
night,253,237
trust,38,39
sleep,81,42
dispens,3,4
legendari,16,31
filmmak,112,73
neurot,7,9
yorker,2,6
persona,13,16
frankli,36,20
draw,44,51
bumbl,7,11
loser,34,13
josh,12,5
kornbluth,28,0
spot,48,77
breath,26,41
celluloid,19,5
catastroph,6,2
wake,23,28
surgeri,10,7
surgeon,3,4
haiku,6,1
tunnel,17,9
plug,8,2
cruel,23,16
inde,60,88
discuss,31,54
sake,48,17
caution,7,3
temp,6,0
phobia,3,1
offer,103,99
perman,8,9
duti,9,19
mail,17,7
prioriti,3,1
letter,23,15
boss,36,48
ludicr,31,10
unabl,34,18
task,12,30
reaction,35,38
pass,109,93
self,123,129
respect,78,110
buffoon,6,2
chubbi,4,2
reced,2,1
untam,1,0
hairlin,1,0
facial,18,20
express,68,86
cring,24,7
schmuck,2,0
oh,208,65
mistak,83,42
screenplay,77,78
suspect,55,56
aimless,6,2
assassin,22,16
rile,1,1
presenc,43,45
incess,4,3
monologu,13,11
ounc,7,2
intellig,80,97
comprehend,5,8
exposit,11,3
charisma,15,16
charm,63,128
hawaiian,1,0
shirt,18,23
blank,24,9
reliev,12,1
boredom,32,6
patricia,4,5
scanlon,1,0
helen,13,14
ex,41,51
secretari,17,19
driven,12,34
insan,35,39
harass,10,4
phone,49,40
basement,27,13
hold,107,138
flashlight,3,1
chuckl,19,8
check,96,87
remaind,7,4
misnom,2,0
ancient,17,25
japanes,58,110
poetri,6,14
fool,55,16
bett,0,32
delight,14,104
formula,34,32
surprisingli,22,65
help,248,352
brent,0,6
mainli,30,40
clever,49,70
perfectli,25,111
needless,17,15
fast,100,89
watchabl,53,22
expens,16,19
romant,56,155
nicholson,18,13
shallow,40,13
angelica,1,1
drain,9,2
kathleen,5,3
turner,24,11
filthi,7,9
slut,8,4
notion,16,16
hype,39,14
antonio,7,13
margher,0,1
danza,0,3
macabra,0,1
castl,14,39
eeri,10,28
front,55,61
gothic,8,14
vibe,3,6
alan,32,40
foster,12,33
pursu,8,23
interview,55,37
edgar,6,7
allan,3,2
poe,9,5
abandon,28,32
mansion,26,19
thoma,14,29
blackwood,0,2
wager,2,3
hell,127,70
crypt,2,5
unbear,25,7
barbara,12,24
steel,15,21
sinist,19,17
specter,0,2
elisabeth,0,5
sue,9,11
kramer,5,3
suspicion,8,8
somehow,90,58
shame,92,53
particip,15,16
prove,105,103
homophob,5,3
pedestrian,13,4
shut,19,14
label,11,18
anti,50,41
lifestyl,10,21
sincer,17,23
clich,152,49
afraid,34,28
gutless,2,0
bomb,59,26
unbias,1,2
judgment,9,7
starz,2,0
improv,46,41
appar,181,81
dollar,56,24
stronger,6,11
super,49,47
advanc,30,35
stealth,9,2
bomber,2,6
invis,42,29
million,92,47
cost,65,26
billion,5,3
cant,26,11
fli,98,62
east,20,14
random,45,11
attempt,246,163
randomli,9,6
zoom,5,9
skip,46,33
segal,12,0
rank,22,24
snake,41,6
plane,51,39
episod,185,296
punish,20,16
accomplic,1,2
columbo,17,18
unpredict,4,18
resolut,15,12
uncov,8,10
interplay,4,7
falk,11,16
ruth,4,16
gordon,28,34
priceless,9,8
flatter,1,2
lt,4,4
tongu,14,18
cheek,8,15
allus,4,5
detect,43,74
fame,17,34
crime,79,126
solver,0,1
instal,14,23
massiv,26,19
yawn,30,2
hang,60,41
farc,19,13
alreadi,149,134
hodet,1,0
vannet,1,0
error,15,14
linguist,2,0
chain,22,16
rob,23,37
farcic,4,4
cheap,144,49
oop,6,1
trouser,3,3
screenwrit,27,19
confer,5,7
summaris,1,2
abundantli,0,1
inspir,61,108
figur,128,112
overcom,11,29
embrac,8,13
treasur,16,35
savour,1,2
somersault,3,5
mandi,1,18
unkind,0,5
bloke,9,3
vintag,2,11
lacklustr,6,2
peach,2,4
preview,19,7
teen,72,42
terribl,298,65
sympathi,22,17
morbid,5,9
secondli,18,8
somebodi,33,21
girlish,3,1
boy,185,259
scream,92,44
pancak,2,1
lung,7,6
jacki,11,30
chan,11,27
bite,25,21
viru,9,11
proceed,26,14
angri,41,35
infect,12,10
redneck,10,3
hunt,35,34
spree,7,6
confus,118,66
utter,61,14
disbelief,32,11
liter,55,48
loud,47,32
cabin,18,7
fever,3,10
puke,12,2
brain,84,39
grass,6,4
altern,20,31
okay,81,55
sorri,104,28
anymor,20,34
popular,45,86
pick,105,140
nerdi,3,4
marti,7,17
fatal,14,25
prank,12,6
reunion,4,11
cupidgrl,0,1
stephan,1,4
rideau,0,7
tour,18,28
de,63,95
reed,6,20
franc,25,36
indi,26,32
cedric,0,9
meet,124,222
vacat,16,17
mathieu,0,32
jami,9,21
elkaim,0,4
stun,30,58
nuanc,8,19
ether,1,5
beach,21,42
demand,31,39
aunt,10,32
fractur,3,2
compris,6,10
lengthi,6,11
flash,37,22
forward,70,60
movement,23,46
daunt,2,2
sebastien,0,1
lifshitz,0,7
signal,9,4
engross,3,15
abl,107,154
heart,90,255
uplift,4,13
misfortun,5,9
hit,143,168
festiv,42,69
circuit,5,6
austin,10,24
sxsw,0,3
elizabeth,12,20
insid,62,64
scottish,13,9
macbeth,1,8
produc,223,149
curs,26,18
crisp,7,10
effici,7,15
treatment,17,30
treacheri,0,3
befal,1,2
troup,2,3
suggest,77,89
gem,20,67
class,106,120
satisfi,26,55
yike,5,2
transfer,26,23
favour,21,10
peplo,1,0
materi,108,64
theatric,19,33
glanc,6,8
jumpi,5,1
remind,84,110
wherea,14,22
overwhelm,12,13
mira,12,3
sorvino,8,1
takingli,2,0
plummi,1,0
via,13,22
merchant,5,3
ivori,2,4
oeuvr,4,1
fiona,2,3
shaw,12,24
pedigre,2,3
truth,80,95
kingsley,7,1
disengag,1,0
diana,12,28
rigg,1,2
daughter,107,151
rachel,19,21
stirl,1,0
sadli,73,38
bertolucci,3,0
magic,46,97
rub,8,8
wife,203,224
evid,50,35
weekli,3,8
nielsen,1,10
veronica,3,2
mar,26,10
supposedli,53,26
air,85,83
twice,34,43
lowest,18,6
nation,42,51
deservedli,2,5
coverag,6,5
realiti,78,97
unrealist,40,9
richli,3,11
cancel,18,10
cw,1,0
compel,34,61
inaugur,1,2
schedul,8,8
memori,57,77
failur,42,21
crappi,39,10
advis,29,13
catch,48,77
ward,12,19
gracen,1,0
clinton,3,2
bimbo,13,1
erupt,5,6
pill,11,3
weakest,10,7
highland,2,2
immort,12,7
flashback,53,36
met,27,40
sword,13,26
nick,20,18
wolf,20,8
storylin,83,72
type,159,125
joint,4,9
canadian,27,23
vancouv,3,3
pari,20,45
bogdanovich,2,2
recognit,5,11
tone,48,59
gazzara,1,6
ritter,6,32
audrey,10,6
hepburn,25,5
breezi,2,4
vein,11,13
screwbal,3,12
odyssey,1,10
agenc,13,12
fellow,32,45
pot,14,14
roller,12,12
skate,6,1
eccentr,5,19
blain,0,7
novak,3,16
rich,45,86
tycoon,3,5
magnat,0,3
dorothi,15,23
stratten,11,2
infam,10,17
noir,14,78
shadow,27,27
stark,6,15
spoil,38,35
homosexu,10,17
pettit,0,1
jeannot,0,1
szwarc,0,1
tragedi,29,49
issu,74,78
torn,12,22
edg,43,88
ran,23,20
spine,4,7
dylan,5,9
gorgeou,21,57
ah,22,8
younger,33,62
sung,7,15
byrd,0,1
spooki,9,15
chines,37,37
hong,13,17
kong,21,19
cat,63,67
disappear,31,37
cambodian,3,7
lawyer,15,25
arrang,8,15
divorc,20,31
threaten,30,40
within,74,89
given,200,175
arrest,19,25
polic,113,119
civilian,7,5
elud,1,5
race,42,65
cambodia,3,3
stop,167,153
track,56,41
hide,32,47
dump,14,13
rape,72,39
mistreat,3,6
persuad,5,9
coaster,12,15
incid,10,13
breathtak,4,33
unbeliev,87,25
fit,68,111
sock,4,4
widespread,1,1
antholog,3,13
stuffi,1,6
four,77,98
unifi,2,1
tenant,4,17
segment,24,59
denholm,1,6
elliott,3,10
block,21,19
sceneri,41,54
vanish,17,5
steadili,0,4
tale,72,128
serial,46,36
amazingli,16,17
psychot,16,8
might,360,255
cush,2,13
bachelor,7,3
pine,8,6
ago,83,131
chamber,7,3
wax,5,11
museum,10,14
fascin,34,76
joss,0,4
ackland,0,5
entranc,6,12
letdown,6,5
lee,86,98
harsh,16,22
stern,2,9
idiot,66,19
demeanor,2,7
silliest,0,1
meant,70,59
parodi,34,33
jon,13,33
pertwe,0,8
doctor,71,69
temperament,1,4
dracula,26,9
accord,41,32
piqu,1,2
stomp,5,9
prop,14,11
vampir,112,34
bazillion,0,1
bela,8,15
lugosi,14,22
nowher,62,27
sum,42,24
admit,67,69
freak,40,21
spite,20,18
overal,104,165
basi,22,22
instinct,11,18
greed,6,11
pride,12,19
lust,15,16
anger,14,32
argu,23,25
fail,204,89
supernatur,21,18
specif,33,33
makeup,32,10
suitabl,15,22
alic,17,23
krige,1,2
bradi,9,9
otherworldli,2,5
outsid,76,71
romanc,60,97
western,62,74
canyon,6,5
puberti,1,2
child,140,147
leer,2,2
sicken,7,0
fonda,9,22
virtuou,2,2
resist,17,21
shoo,2,0
drive,103,67
revolt,20,4
pedophil,7,1
teenag,83,78
metal,20,9
trick,31,40
skippi,0,2
gene,20,31
simmon,4,11
kiss,23,30
ozzi,4,3
osbourn,3,1
preacher,6,2
backward,7,5
vinyl,0,2
that,40,26
eddi,21,50
rockstar,0,5
speaker,4,5
stereo,5,5
funniest,22,56
sarcast,5,7
jealou,11,21
hey,46,24
what,14,6
wear,86,54
axe,6,3
exact,29,18
chop,14,10
premier,9,15
tb,2,0
station,45,45
janin,5,2
trivia,3,9
buff,17,20
weekend,23,13
melissa,6,8
inbox,1,0
ahhh,0,1
utterli,51,34
addict,21,38
spoof,19,21
list,97,79
kitsch,1,4
cartoon,94,59
enchant,2,17
pere,1,1
prez,0,1
prado,0,1
mambo,1,1
uncredit,4,5
grunt,3,3
unmistak,3,7
familiar,47,78
kathi,5,5
najimi,0,3
plu,64,73
teri,0,2
hatcher,0,2
superman,24,17
imbu,2,2
injustic,4,6
flung,0,4
variou,53,75
daytim,7,3
peek,5,5
delici,3,20
harl,0,2
pen,8,8
riotou,0,3
gift,13,31
dim,7,5
drizzl,0,1
jealousi,6,10
celest,4,18
talbert,0,2
salli,10,16
field,43,34
perenni,2,4
nicknam,1,4
sweetheart,1,7
sun,10,21
vain,8,5
contrari,10,13
overjoy,0,2
thrill,47,67
nguh,0,1
absenc,13,9
instantli,9,16
neuros,0,3
cri,61,89
screech,5,2
wring,1,2
dresser,1,1
tawne,0,3
constantli,31,51
waddl,2,1
fog,5,9
paranoia,6,7
tast,74,69
tammi,2,2
fay,12,20
baker,11,17
rosi,3,9
schwartz,0,2
whoopi,9,11
goldberg,15,16
month,36,40
maggi,7,15
went,159,144
dalai,3,2
lama,7,8
la,65,77
fernando,4,4
skewer,1,1
affront,1,1
beefcak,0,2
lorenzo,4,4
aforement,16,6
stein,0,1
ferri,7,7
bueller,2,4
deadeningli,1,1
roll,82,79
pleasur,30,55
nitwit,3,1
hidden,26,48
garri,3,7
marshal,14,12
penni,9,14
command,33,29
peppi,0,1
fisher,4,33
betsi,4,3
sharon,14,12
bitch,11,10
geoffrey,2,16
anderson,24,20
kevin,23,21
kline,3,9
yummi,1,5
dinner,16,20
rescu,39,29
seaton,1,1
barn,12,13
downey,3,11
can,11,5
challeng,33,60
scriptwrit,6,4
rod,6,5
randal,1,5
decapit,15,3
difficulti,8,28
choo,0,2
washington,20,26
longer,37,43
shake,31,21
mascara,0,1
degener,6,4
stalker,10,13
rid,16,13
promis,77,59
florida,5,19
willi,9,24
loman,0,3
fart,9,5
meatloaf,0,2
amongst,12,17
hock,0,2
hilari,86,118
suit,42,65
chafe,0,1
splat,1,2
cockroach,2,2
crawl,13,4
shoe,14,18
plier,2,1
broken,24,28
analog,11,6
changer,0,1
lauri,2,9
craven,11,15
ingenu,11,4
shue,0,7
round,44,32
ensembl,7,21
smoothli,4,5
montana,0,10
moorehead,2,3
cathi,1,6
moriarti,2,4
rise,47,46
succeed,37,23
settl,18,29
nerv,16,10
fuzzi,6,4
lovabl,10,21
malici,3,4
glass,23,20
teleprompt,3,1
stitch,3,5
stomach,30,12
heav,4,2
free,78,65
soapdish,0,2
unmiss,0,4
ampli,0,2
blaze,9,5
saddl,14,5
uproari,1,1
apoplexi,0,1
valu,110,91
dissimilar,1,4
weep,2,4
sourc,31,39
weak,108,69
cv,4,0
dani,12,5
behr,6,1
pant,15,9
told,97,132
pit,17,24
prefer,38,37
companionship,1,7
china,16,23
flood,2,11
wang,3,24
elderli,6,20
street,66,118
captur,53,137
awe,7,15
wit,68,98
operat,1,4
befriend,5,11
invit,13,30
join,33,53
learn,105,160
tradit,33,69
childless,1,1
encourag,15,19
heir,4,6
advic,35,17
fulfil,7,21
legaci,8,9
teach,40,32
doggi,2,4
silk,3,3
discov,55,94
invari,3,7
absorb,5,23
seren,3,5
costum,69,68
summarili,3,1
intern,30,45
worri,24,27
sloppi,11,7
cowboy,28,44
twig,2,0
ride,55,94
ridg,4,0
bar,51,59
mustach,7,4
clean,26,31
shaven,1,0
shave,8,2
solid,34,76
verit,3,5
honestli,60,25
awesom,18,78
concept,64,64
columbin,3,4
detract,10,16
realism,20,32
shaki,8,6
distract,30,31
coccio,1,5
analyt,2,1
approach,48,64
band,57,73
wagon,4,0
syndrom,7,6
bash,10,11
freeli,1,2
backlash,1,1
cite,4,5
univers,52,48
sixteen,6,7
alcohol,33,23
sink,25,25
acquir,9,12
site,33,34
glori,16,14
cup,9,17
coffe,9,8
vodka,3,1
obnoxi,32,7
jobson,4,0
intent,77,49
overkil,3,2
shove,11,7
throat,25,17
profound,11,24
promot,33,17
literatur,8,9
troubl,61,85
till,14,22
grin,6,3
spice,4,4
connoisseur,3,1
commentari,22,26
significantli,5,0
myer,14,11
cod,2,1
sludg,3,1
annud,1,0
gliss,1,0
dat,1,0
wiskey,1,0
foul,12,13
beaten,9,15
submiss,5,7
statement,31,17
femm,8,12
n,42,39
gal,10,14
breed,16,9
rediscoveri,2,0
ninja,9,3
crack,32,34
nuclear,17,7
holocaust,8,3
martial,27,36
gunfir,1,1
earn,16,27
cash,35,17
tank,13,20
answer,49,69
mission,18,31
section,23,23
godfrey,1,0
ho,21,22
tran,3,0
hardcor,22,8
oper,34,14
punchlin,5,3
santa,44,11
clau,14,2
gag,60,33
student,92,73
nearli,66,65
artistri,6,7
frontal,8,10
huge,108,90
lynn,10,3
peterson,7,12
breakthrough,3,5
north,21,17
franci,11,9
strongest,5,8
driver,23,23
creativ,28,67
remov,29,20
profan,13,8
bye,4,18
beverli,13,9
milk,9,10
zip,3,1
code,18,23
granni,4,2
jed,2,1
clampett,1,1
chauffer,0,1
bed,40,40
employ,19,31
bisset,0,2
woronov,0,6
manuel,0,6
debt,6,11
gang,62,45
raunchi,5,6
fairli,66,56
humour,38,47
beneath,10,12
surfac,22,23
bartel,0,3
sensual,4,6
oder,1,1
niec,4,17
missionari,1,8
africa,11,24
thesi,1,2
likabl,30,50
villain,84,87
admir,33,49
chutzpah,1,0
veteran,22,26
willem,6,3
dafo,10,4
ham,23,5
picnic,3,3
wretch,16,3
employe,6,11
beer,16,7
hangov,4,1
underdon,1,0
hotdog,1,0
throw,90,46
blurb,2,2
hopelessli,16,6
muddl,13,6
demil,0,13
freder,1,4
march,15,18
bring,143,197
yul,2,2
brynner,4,2
stroke,9,14
geniu,38,55
tend,28,43
flashpoint,0,4
jenna,7,4
jameson,5,3
armstrong,2,7
dreamquest,0,2
asia,4,5
carrera,1,1
capabl,29,19
felecia,0,1
stephani,13,8
swift,1,5
adult,60,109
asid,55,42
technic,54,50
jeanett,6,3
macdonald,4,11
nelson,14,22
showcas,8,18
surreal,6,27
vogu,3,5
w,25,26
dreamlik,1,4
enliven,2,2
twinkl,4,4
highlight,27,46
jitterbug,0,2
binni,1,5
everett,2,5
horton,2,2
regin,0,1
owen,7,22
mona,2,6
dumbril,0,3
jeffrey,16,13
extend,25,18
esther,8,8
almira,0,1
session,10,12
hayl,0,1
gertrud,2,6
hoffman,9,42
rafaela,0,1
ottiano,0,1
odett,0,1
myrtil,0,1
cecil,3,10
cunningham,3,6
vamp,1,3
routin,27,29
marcu,1,3
hast,1,1
spectacular,12,24
thumb,24,22
bounci,1,3
cassandra,0,11
alter,22,17
ego,13,15
elvira,5,48
mistress,8,20
heroin,44,30
graviti,2,5
defi,12,18
boob,7,8
anxiou,5,8
vega,14,23
fallwel,0,4
massachusett,1,3
cookbook,0,6
mix,65,83
pillar,2,2
commun,48,75
uncl,20,37
vincent,10,21
morgan,18,36
sheppard,1,8
warlock,0,3
endow,3,5
tomorrow,13,7
edi,0,51
mcclurg,0,3
chastiti,0,4
pariah,0,3
hardest,1,6
perfect,61,274
disney,60,89
dalmat,2,0
cruella,4,7
devil,39,41
glenn,12,13
prison,43,75
cure,15,9
obsess,54,46
fur,5,0
psychologist,4,8
pavlov,1,0
ugh,12,2
toll,1,4
coat,12,12
thanksgiv,3,2
schlock,12,2
dime,7,2
market,45,28
machin,41,49
endless,34,12
bake,4,6
cake,14,5
paycheck,9,2
factori,9,19
bakeri,1,0
rube,2,4
assembl,6,7
candlelight,4,0
restaur,13,15
macaulay,2,0
culkin,6,1
crotch,5,2
luggag,2,1
cart,4,1
squirt,1,1
ice,28,46
ad,101,76
nauseum,2,0
furrier,1,0
rehash,15,3
spaghetti,10,5
cut,172,101
forth,13,23
tramp,6,6
charli,40,60
sheen,8,10
deux,2,1
strand,16,6
push,36,45
meatbal,2,1
annoy,220,60
parrot,3,2
idl,4,3
dreck,17,0
waterworld,1,1
inexplic,20,8
cowgirl,5,3
intoler,8,3
costner,6,0
page,36,62
wide,31,41
expans,2,2
meat,13,13
plant,21,17
twenti,32,35
defin,25,32
ring,38,97
trainspot,3,1
occurr,5,6
loui,8,20
sachar,0,5
mass,16,29
matur,7,37
alik,14,17
enthusiasm,9,11
overboard,7,2
cgi,66,20
hole,63,49
bird,26,17
technicolour,0,3
transit,10,19
steadi,2,15
nonstop,6,4
finish,91,82
liner,25,25
smart,40,53
unpatronis,0,1
smile,29,39
tug,4,9
heartstr,3,1
fallen,13,14
punk,17,11
rocker,3,5
jazz,8,13
centr,10,15
choru,8,14
favourit,19,52
instant,8,13
surf,9,27
caught,43,69
logo,7,4
roadhous,1,1
joy,18,51
atroci,40,3
inan,25,1
epic,26,36
toss,19,14
ski,4,1
retreat,6,4
ordinari,23,43
choos,39,35
houseguest,1,1
sistin,1,0
chapel,2,0
x,37,46
futon,1,0
gush,4,2
news,26,33
bear,44,54
hotel,35,49
toilet,18,6
yaayyyyy,1,0
smell,9,14
plagu,18,16
dislik,30,26
hater,4,5
phobic,1,0
crazi,69,54
content,38,41
mere,61,53
refresh,14,44
equat,5,5
tighter,5,3
kitchen,15,13
catalogu,6,1
romeo,6,8
divis,2,15
spring,6,17
master,52,90
singular,2,2
echo,10,16
annul,0,1
splendid,4,23
palett,2,6
helmer,2,6
jp,0,1
sarro,0,3
establish,30,32
canva,0,3
paintbrush,0,1
envelop,7,6
format,26,27
accustom,1,5
deepli,22,49
reveng,56,49
core,26,27
undertak,4,22
scribe,1,2
tim,26,30
sheridan,1,6
precis,13,31
coalit,0,1
feat,7,7
scott,44,40
shipley,0,2
bruckheim,1,4
detail,62,106
combin,44,76
arriv,38,63
groundbreak,4,3
importantli,13,11
creator,14,10
nuke,1,0
em,9,15
tackier,1,0
overshadow,3,7
steretyp,1,0
turkey,36,6
hewlett,0,3
recal,27,30
aircraft,14,3
overplay,6,2
card,30,29
shout,23,8
implaus,20,4
requisit,4,3
umbrella,1,2
rain,16,32
fictiti,2,5
crash,34,29
revel,19,23
select,15,27
upset,20,20
apart,90,139
illog,17,2
behav,28,13
halmark,2,0
endear,10,15
amount,62,64
scenario,22,17
destroy,62,47
selfish,20,18
manifest,6,4
hypocrit,3,4
toxic,12,2
decad,27,53
regret,14,16
slaveri,8,5
colonialist,1,0
subtext,5,8
redhead,2,2
feed,23,19
shaka,3,0
rice,7,3
slave,27,22
west,61,41
slaver,2,3
hasslehoff,1,0
ponder,12,6
miniseri,5,5
promptli,15,2
impal,4,2
dh,1,0
gotten,35,28
mundan,14,3
fiasco,12,1
stereoscop,1,1
whenev,24,29
flat,86,40
download,9,8
behalf,5,2
categori,30,21
brand,23,11
denomin,4,5
neurolog,2,0
sadden,6,6
neuron,2,0
closest,6,14
speechless,5,1
numb,16,5
strang,110,112
symptom,5,0
blind,41,39
deaf,9,7
ordeal,7,5
lifetim,17,23
abc,6,30
citi,103,195
bridget,2,9
moynahan,1,3
todd,1,15
jare,6,8
jay,16,22
hernandez,2,2
carlito,22,2
erika,15,10
christensen,1,12
swimfan,0,1
propel,6,4
wb,3,2
season,57,147
meantim,5,10
sci,50,56
fi,50,58
sober,8,6
paranoid,5,8
inclus,7,5
insert,19,12
stock,35,17
humanli,3,1
ventur,9,18
apocalyps,7,4
renegad,3,3
missil,11,2
angl,34,69
util,14,7
greater,14,25
aplomb,2,8
strangelov,4,1
safe,24,31
unintent,46,12
particularli,106,117
immin,3,2
childbirth,2,1
clueless,10,4
juvenil,17,7
delinqu,5,3
southwest,0,5
gloria,4,4
reuben,0,3
chew,17,11
glover,4,27
nyc,2,16
fabul,10,21
whirl,1,5
rehears,9,10
mount,7,7
exhibit,10,10
rage,10,17
accomplish,23,27
crowd,29,43
delet,12,3
ettor,2,4
scola,2,5
unsubstanti,1,0
giancarlo,1,0
giannini,2,0
vittorio,2,1
gasmann,1,0
radic,10,10
mamet,4,9
mantegna,2,6
superfici,18,18
slur,2,0
ident,36,46
reevalu,1,0
oath,2,0
adamantli,1,0
harm,12,13
illeg,8,11
subplot,31,22
advertis,37,21
skywrit,1,0
stretch,39,29
credul,5,0
limit,57,79
thriller,89,128
cinemax,5,2
snowman,6,5
besid,46,51
ketchup,7,0
uk,19,21
extravag,2,6
bedroom,12,15
grate,12,13
occup,5,7
afford,11,18
rebuilt,1,0
welfar,3,1
system,44,60
beg,25,15
vulgar,10,10
placement,5,0
sear,2,2
uncal,2,0
rsther,1,0
depriv,4,2
millionair,11,13
hundr,42,27
thousand,32,29
diy,1,0
tool,17,11
borrow,22,18
enorm,10,15
resent,6,7
hello,19,5
lou,33,5
prom,43,0
hamilton,17,14
maloney,1,0
lisa,25,12
schrage,1,0
nordham,1,0
atkinson,2,2
bud,9,20
cooper,9,23
lewi,19,37
devast,5,19
announc,14,25
queen,31,31
firecrack,1,0
lit,17,10
fuse,2,4
dress,74,81
toast,1,2
annual,2,3
micheal,5,2
ironsid,6,1
craig,7,16
justin,11,4
vicki,15,3
wendi,7,13
lyon,2,1
monett,1,0
haunt,41,65
trunk,6,2
veng,5,5
crown,11,8
spare,26,18
aveng,10,10
untim,4,2
jess,6,31
brown,23,45
beth,4,0
gondek,1,0
suicid,43,40
poss,5,0
nearer,2,2
dispos,11,13
hennenlott,1,0
terri,30,16
hawk,11,18
fix,17,16
liven,1,1
parti,61,70
bruce,50,33
pittman,1,0
ron,21,19
oliv,12,20
concentr,10,18
depend,26,30
gel,2,1
mark,72,87
defeat,16,28
readi,33,39
hight,1,1
count,47,42
graphic,42,44
monica,7,9
beverley,2,2
hendri,2,0
shower,31,23
locker,4,7
crush,15,15
ooz,4,6
hallucin,5,4
object,31,27
blackboard,3,1
zombi,216,58
churn,9,5
homag,12,17
share,36,72
stab,42,12
crucifix,4,1
neon,5,2
electrocut,5,1
burst,7,19
rot,6,1
unev,5,0
properli,18,13
detach,9,5
host,14,35
peac,23,26
neighbour,3,9
halloween,16,29
mood,55,54
renaiss,4,7
ai,5,3
terrfic,0,1
slightyli,0,1
cook,17,34
subvert,0,3
gritti,8,41
antidot,0,7
imper,0,4
hbo,7,13
compassion,0,6
notabl,29,40
buscemi,1,8
rosario,3,12
dawson,8,29
forgot,21,17
bach,1,5
stammer,3,3
tickl,0,1
dudley,3,15
moor,24,20
liza,1,7
minelli,1,2
fianc,14,15
convers,46,44
butler,8,10
susan,17,19
spit,16,8
librari,19,19
repli,6,19
newmail,0,1
notif,0,2
schepisi,1,1
inferior,12,10
albert,21,20
einstein,3,9
matthau,1,30
hook,19,42
ryan,27,22
robbin,9,5
relax,9,35
cute,74,59
corni,30,23
meg,4,6
terrif,24,84
afloat,6,1
lacklust,9,2
countless,16,8
ahead,45,47
ironi,14,24
kung,10,36
fu,14,37
proud,11,23
nausea,5,2
howard,18,31
guarante,16,23
choic,72,77
notic,71,82
cousin,19,24
polit,98,107
declin,6,11
gruesom,17,16
panacea,1,0
helicopt,16,11
boom,15,5
licens,4,6
sega,2,0
drop,51,44
romero,15,12
mortal,7,17
kombat,1,1
annihil,4,3
showtim,3,2
mid,22,34
subscrib,1,5
bizarr,54,46
arliss,2,2
blown,17,22
wilder,13,9
napalm,0,1
girlfriend,74,50
affect,14,64
dynam,12,28
fluid,5,5
ambival,1,2
strength,15,67
debra,2,8
winger,3,4
manic,7,7
glee,1,7
wed,28,49
anniversari,2,6
denni,13,28
quaid,2,10
clown,12,6
sneakili,0,1
bloom,7,15
deliveri,16,22
slit,6,2
span,11,14
lie,74,56
unleash,6,9
mischiev,2,7
diabol,5,6
gunsling,2,2
squar,19,15
off,12,6
darkli,3,7
energi,48,32
hip,21,25
agil,0,2
fund,16,11
convent,22,34
thank,100,145
slip,14,28
awhil,10,6
glo,0,1
bright,30,22
carniv,1,6
color,51,93
warp,6,4
